award_nominee_1,award_nominee_2
1629,3637
3844,510
1624,3793
3844,512
12052,8204
3748,3489
3740,3739
3741,3714
1717,923
5872,3192
12061,7946
12061,7941
12089,7072
1642,3254
1642,3255
1575,5332
1622,3876
12052,8231
5864,3450
3744,3636
3761,3111
1608,4320
1710,1161
1633,3549
1573,5410
1618,4016
12056,8124
1629,3680
5850,3902
1632,3590
3828,1052
12101,6736
1635,3499
5751,6978
3752,3413
12073,7602
5847,4009
12061,7984
12060,8018
5709,8284
3763,3081
3726,4232
3726,4233
1615,4142
1620,3989
3742,3743
5965,365
3728,4182
12101,6759
1646,3188
3693,5269
1646,3189
12101,6765
3733,4034
3752,3450
3745,3677
3689,5414
3753,3433
3749,3557
1710,1229
3847,518
3743,3742
5758,6816
1615,4177
5809,5237
3728,4215
12073,7668
1710,1238
1647,3192
1574,5455
12094,7013
12070,7770
3744,3731
12052,8335
5868,3433
1707,1354
12097,6946
3758,3318
12099,6893
3689,5465
5708,8413
3640,6983
12063,8018
5878,3141
5878,3142
12056,8231
1717,1065
5856,3833
3735,4046
5864,3590
5860,3711
1630,3773
3733,4119
12058,8192
12075,7664
12077,7602
1649,3187
12098,6946
1707,1390
1524,7065
3756,3409
5876,3227
5797,5681
12061,8112
3737,4012
5709,8419
12072,7770
1653,3085
3737,4019
3761,3278
5730,7774
3758,3375
3764,3192
12061,8124
1726,835
1710,1332
1646,3317
3831,1118
3751,3598
1740,406
3805,1930
3728,4317
3675,5962
3847,635
12061,8141
1715,1192
1584,5253
5709,8449
3759,3366
12054,8372
1707,1447
3761,3315
5872,3417
5730,7819
3835,1028
3742,3914
3748,3732
3742,3918
1615,4320
12099,7007
5864,3681
12099,7008
1709,1415
12056,8335
12054,8400
3762,3311
12099,7015
3648,6850
12099,7016
3831,1183
3743,3918
3758,3460
3758,3461
5962,676
12075,7779
3831,1209
1652,3223
12056,8387
3738,4101
1629,3945
12061,8231
12066,8085
5953,982
3758,3492
12057,8363
3756,3558
12063,8188
3647,6939
12080,7664
12080,7663
12063,8192
12099,7088
12099,7083
12080,7672
12099,7082
12061,8260
12080,7685
5953,1014
1635,3800
12064,8188
5885,3125
12057,8400
12058,8372
1644,3532
12064,8192
12070,8018
1646,3478
12061,8299
3761,3450
3742,4042
1646,3481
5947,1225
3742,4046
5848,4301
3683,5881
3737,4209
3684,5854
12082,7664
1626,4115
12082,7663
5955,992
1646,3500
5947,1239
3699,5395
3762,3444
5794,5991
3758,3569
12063,8254
3770,3202
3770,3201
5799,5841
5953,1070
12080,7737
3833,1257
5953,1074
3751,3798
12075,7905
1512,7673
12061,8335
5760,7065
12085,7602
5882,3282
1646,3533
5859,4008
3849,781
1722,1181
3771,3201
3848,814
5881,3325
3771,3202
3686,5837
3834,1254
5940,1505
12104,7024
12060,8400
12080,7779
3752,3802
12075,7941
5730,8029
5864,3876
3738,4250
1646,3565
12080,7795
12061,8387
1586,5427
1748,406
1656,3259
12075,7946
5968,659
3741,4165
12066,8237
1633,3978
5790,6188
3738,4266
3849,827
12069,8154
1656,3282
12085,7663
3828,1489
3762,3540
1535,7040
3762,3539
12075,7984
1650,3476
3693,5681
12054,8630
12110,6893
5953,1161
12055,8612
5811,5567
3867,299
5885,3282
3738,4301
12082,7779
12080,7851
12073,8068
3700,5489
1650,3506
3764,3510
3756,3757
1573,5897
12073,8087
12073,8093
5720,8424
12063,8400
5816,5457
3749,3996
1644,3716
1734,926
1752,369
12108,7024
12085,7737
3757,3756
12108,7023
12077,7984
5876,3604
5882,3418
1716,1495
1652,3481
1656,3358
12057,8612
3833,1411
1719,1409
3849,917
3848,948
5953,1229
5953,1238
12080,7906
12080,7905
3832,1457
12109,7013
3754,3880
3772,3325
3711,5222
3759,3734
3863,510
5981,388
12085,7779
3770,3398
1520,7611
5981,392
12058,8612
12088,7681
12073,8156
3677,6290
3693,5797
12080,7947
3864,497
12080,7946
3770,3415
5890,3230
3762,3666
3762,3665
5981,412
3759,3760
12110,7024
12110,7023
12092,7592
12054,8770
12080,7964
5890,3243
12092,7594
1582,5719
3758,3799
3853,857
3771,3398
1635,4085
3775,3282
12082,7905
12075,8124
5888,3322
3771,3415
3760,3759
3849,1005
12060,8612
5973,705
3864,549
12082,7941
12057,8716
12066,8437
1548,6814
5953,1332
12110,7082
5738,8003
3863,592
12082,7946
1750,564
12066,8453
1630,4289
1545,6924
12094,7602
12066,8469
1596,5356
12085,7883
12086,7851
12058,8716
12060,8653
3756,3947
3663,6830
5882,3580
3759,3857
1647,3793
12085,7893
1649,3732
3758,3889
12089,7770
12085,7905
12060,8675
1656,3528
5888,3413
1657,3501
3761,3814
12075,8231
12092,7703
12058,8768
12063,8612
1646,3856
12058,8770
12060,8707
3767,3653
12070,8400
3767,3652
12058,8782
12092,7730
12085,7946
12085,7941
3759,3909
5871,3981
12063,8630
1653,3667
3872,416
12064,8612
12072,8363
3776,3400
5881,3683
12073,8342
1584,5819
3756,4026
12097,7594
12057,8845
12064,8630
12060,8754
12063,8657
5888,3476
12080,8139
12085,7984
5797,6301
12064,8637
5888,3483
1544,7077
12063,8675
3765,3766
3776,3427
12058,8825
5809,5940
12085,8000
1635,4267
3849,1170
3847,1235
12098,7594
12072,8400
1548,6967
1656,3619
12092,7782
3757,4026
3763,3843
12094,7730
12058,8845
12057,8878
5981,625
1665,3351
5881,3728
3767,3730
12063,8707
12057,8893
12075,8335
5829,5351
3766,3765
3787,3117
3762,3896
3781,3306
12065,8653
12082,8127
12058,8871
1524,7742
3711,5483
1664,3403
12082,8124
12057,8898
12058,8878
5730,8434
12080,8204
12077,8299
5955,1475
12057,8921
12057,8920
12065,8675
3872,520
12058,8902
12060,8840
12057,8932
5803,6194
12057,8934
12058,8898
1659,3590
3789,3096
12090,7905
3856,1021
12058,8899
3853,1118
12094,7795
3864,781
12060,8845
12119,7016
3767,3792
12057,8945
12075,8387
3668,6866
3668,6865
12091,7892
12063,8771
12101,7592
3768,3769
3780,3400
5897,3311
12058,8921
5881,3804
12077,8335
12063,8768
12099,7663
12058,8934
12060,8871
12065,8716
12099,7664
12085,8093
3789,3131
12058,8932
12080,8260
12121,6988
3779,3445
12057,8975
1548,7070
5868,4225
12092,7883
12090,7947
12097,7730
5888,3604
3781,3389
3781,3388
12085,8112
3669,6865
3669,6866
3769,3768
3780,3427
1646,4046
12092,7905
5981,743
12064,8782
12058,8967
1665,3467
1607,5265
12068,8652
12060,8899
12085,8124
5882,3816
12085,8127
12065,8747
5981,750
5898,3321
12077,8387
12082,8231
12098,7730
3849,1308
3782,3390
12060,8920
12070,8612
5962,1346
3782,3391
12060,8921
1596,5623
12063,8825
12089,8018
1661,3612
12086,8124
3770,3771
5988,553
12057,9019
12064,8802
3786,3282
1609,5232
3874,553
3670,6877
5803,6290
1558,6815
12065,8782
12060,8932
12068,8684
12092,7942
12060,8934
5868,4280
3772,3723
3791,3136
3772,3728
3670,6890
3787,3263
3787,3264
3791,3143
3783,3390
3792,3116
3771,3770
5905,3153
12080,8335
12058,9019
3775,3655
12058,9029
12060,8967
3786,3318
12068,8716
12070,8653
5895,3481
12060,8975
5882,3881
12060,8977
12063,8878
12121,7083
12057,9067
12101,7703
3880,416
3848,1410
12070,8675
1609,5283
12065,8825
1556,6927
12091,8018
3877,515
12070,8684
5890,3649
12099,7779
3793,3131
5905,3192
12063,8908
12063,8902
12058,9057
12080,8387
12101,7739
12085,8231
1678,3171
3777,3638
12058,9067
12068,8768
3777,3640
12082,8335
5888,3742
12063,8921
3772,3801
3868,825
12063,8920
12082,8342
12064,8900
12092,8031
12064,8902
3773,3774
12063,8932
3847,1482
12060,9019
12094,7967
1735,1421
12101,7762
1652,3998
5981,875
12068,8782
12060,9029
1648,4126
5885,3855
3791,3235
12104,7672
1606,5433
12085,8260
12063,8945
3791,3236
12101,7766
3723,5346
12064,8920
12072,8671
1681,3117
12065,8890
12064,8932
3774,3773
3765,4052
12092,8063
3762,4148
12060,9057
3724,5327
3676,6815
12058,9113
12063,8961
12065,8898
3675,6850
5837,5367
3793,3192
12065,8908
3860,1120
12092,8068
12070,8761
12085,8299
12060,9073
12063,8975
12060,9067
12082,8387
12092,8087
1560,6900
12070,8768
5758,7839
12065,8928
12098,7905
12101,7812
3784,3501
12092,8093
5981,935
12108,7607
3849,1490
12070,8782
3779,3662
12089,8192
12068,8845
3777,3728
3791,3299
1558,6985
3700,6121
12063,9019
12097,7967
12099,7905
3780,3645
12063,9020
3775,3802
5889,3804
12085,8335
3772,3899
12068,8871
12065,8967
12109,7602
3776,3780
12065,8961
3711,5794
3794,3221
12091,8154
12060,9115
3864,1057
12068,8878
12070,8825
3730,5226
12064,9020
5886,3927
5886,3928
1526,8017
12094,8087
12091,8192
12068,8900
1654,4057
12068,8899
12094,8093
12070,8840
12063,9057
3864,1085
5898,3566
12091,8188
12063,9067
12108,7672
12085,8387
5876,4252
12070,8845
12065,9003
3856,1341
12068,8920
3763,4231
1514,8413
3794,3274
3793,3305
12065,9020
1648,4264
12094,8124
3793,3306
12070,8867
5841,5356
3786,3528
12071,8833
12065,9019
12101,7903
3786,3530
12065,9029
3868,992
12068,8932
5907,3321
5899,3566
12068,8934
3711,5860
12070,8878
12109,7668
5888,3918
3789,3451
5915,3084
3864,1127
1673,3517
3790,3432
12097,8063
12094,8156
12070,8899
12068,8961
3728,5356
12101,7933
1683,3214
3790,3433
3856,1387
12101,7932
12104,7851
5819,6080
12070,8902
5981,1059
12101,7953
3724,5491
12068,8975
5905,3416
5905,3417
3796,3264
3801,3108
12065,9067
12110,7672
12070,8921
12070,8920
5981,1078
12097,8093
12072,8867
12070,8932
12092,8249
12098,8063
3780,3776
5880,4212
12070,8934
12072,8871
12098,8068
1619,5241
3794,3357
1662,3917
1569,6802
12092,8273
12098,8087
12097,8112
1610,5534
12098,8093
5886,4053
12068,9020
5881,4215
1568,6844
12068,9019
12104,7905
1620,5241
12068,9029
3803,3109
12098,8112
1520,8346
3802,3141
5843,5409
12070,8975
1517,8448
12108,7815
1569,6843
12089,8400
1586,6320
12104,7947
12109,7795
1682,3347
3782,3783
1568,6883
12092,8316
3683,6857
1750,1243
3711,5991
3776,3980
12068,9067
3864,1254
1544,7638
12101,8057
12070,9020
12070,9019
1568,6900
12099,8127
3724,5606
12092,8346
12099,8124
1538,7840
1588,6290
3679,7006
3783,3782
5981,1187
12108,7851
3789,3604
12072,8975
3790,3580
3790,3579
3777,3986
12068,9113
12106,7941
12070,9057
1656,4208
3862,1360
3805,3129
3786,3718
1692,3096
3805,3130
1689,3192
3784,3785
12070,9067
1682,3413
5904,3604
1664,3977
3798,3359
12101,8111
1617,5438
12072,9020
12072,9019
5889,4086
3798,3373
3738,5235
1538,7900
3782,3876
3787,3723
3785,3784
12137,7023
3787,3724
1659,4157
3796,3450
3797,3421
3797,3420
5750,8413
5973,1501
5843,5531
5907,3556
3800,3336
5908,3524
12101,8149
12081,8768
3806,3156
12101,8150
1771,705
3802,3282
3800,3344
3790,3654
6010,369
1748,1421
3808,3097
12081,8782
12104,8063
1691,3192
3783,3876
1567,7040
3802,3291
1617,5491
3807,3139
3801,3325
3780,3980
1620,5405
12140,6963
5916,3306
1751,1348
12110,7906
12110,7905
1573,6869
3898,332
3806,3186
12101,8182
1767,870
3787,3788
12101,8197
1768,844
5981,1313
5777,7640
3777,4106
3806,3209
3806,3212
3889,638
5890,4147
3797,3492
3792,3652
6010,432
3792,3653
5981,1334
12110,7946
5915,3379
3868,1303
3880,934
3776,4158
3738,5336
3801,3382
3892,564
3788,3787
3791,3696
3877,1034
3794,3610
3794,3609
12089,8612
3799,3461
6010,454
3799,3460
5915,3405
3805,3282
1619,5514
1691,3289
5829,6086
1574,6918
3789,3793
12101,8262
12099,8335
12101,8273
3803,3362
3738,5377
3799,3492
3889,705
1753,1384
3787,3868
5889,4250
3802,3413
5849,5492
3792,3730
12089,8671
3800,3481
1608,5907
1606,5969
3784,3990
1661,4267
3784,3991
1688,3433
3738,5422
3806,3316
3790,3816
3729,5707
3806,3319
3720,5988
12101,8316
3787,3913
1751,1495
12099,8387
5804,6930
1544,7917
3805,3365
3792,3767
3805,3364
3785,3991
1661,4298
3785,3990
12089,8716
1683,3621
6010,560
5841,5799
5890,4280
1575,6973
3798,3598
3780,4158
5848,5588
1699,3141
5981,1479
3784,4047
3779,4206
1694,3306
12109,8127
3800,3565
1692,3380
3793,3789
3732,5682
3787,3976
3782,4131
12101,8393
5994,1099
12089,8761
3813,3176
3782,4142
3739,5475
3882,1041
5906,3836
12089,8768
12089,8771
3806,3406
3720,6074
12089,8782
5908,3783
1619,5675
3783,4131
1788,444
1627,5438
3783,4142
12110,8156
12113,8056
3899,553
3732,5740
1682,3754
1765,1183
3787,4039
5915,3612
6010,665
12089,8825
1619,5724
3728,5881
3789,3992
3874,1365
3738,5588
3802,3604
1676,3973
12091,8787
1702,3171
1702,3172
3793,3901
3873,1421
1789,488
3805,3528
3780,4306
3789,4027
1699,3282
3815,3222
3909,308
3798,3751
12089,8878
6010,724
12089,8884
1692,3508
1679,3912
6010,729
3793,3929
3793,3930
12109,8282
1699,3311
3802,3655
12089,8898
12089,8908
3808,3474
5996,1190
3799,3758
1675,4067
1628,5525
1694,3480
6014,635
3724,6090
3904,510
3738,5655
3890,946
3806,3549
5864,5290
3816,3244
12089,8921
12089,8920
12089,8932
12089,8934
1690,3621
5776,8029
3801,3720
3801,3723
3790,4065
1702,3259
1699,3352
3801,3728
3820,3141
12089,8945
5915,3738
5916,3711
3803,3683
3793,3992
3806,3592
3803,3684
6010,807
5866,5269
12089,8975
3806,3603
1699,3391
1699,3392
1699,3393
3796,3925
3809,3525
3801,3772
1624,5725
3804,3684
3808,3560
3804,3683
3793,4027
3808,3561
3822,3129
5931,3289
3802,3752
3738,5737
1688,3753
3877,1445
3754,5260
12089,9019
3802,3775
12089,9029
3704,6817
1540,8368
3705,6795
3705,6796
3808,3612
1679,4074
3821,3213
1692,3679
3705,6812
5907,4086
3800,3872
1766,1390
12089,9057
12113,8314
1795,497
3790,4190
12091,9008
3882,1342
1766,1401
3705,6831
12089,9067
5938,3141
5938,3142
3805,3735
12134,7683
3808,3644
3916,297
3799,3926
3803,3804
3820,3282
5938,3167
6010,934
3796,4036
1700,3475
3801,3886
3706,6838
5927,3525
3738,5848
5866,5414
3804,3803
1708,3244
3801,3899
1705,3338
1795,549
3826,3125
1783,926
1686,3937
1697,3596
1624,5860
5935,3296
5908,4142
1635,5540
5864,5511
3705,6906
1614,6195
3886,1304
1806,251
6006,1127
1642,5339
3801,3949
3805,3828
3709,6809
5908,4177
3804,3866
3738,5915
3706,6909
3828,3130
3885,1365
1619,6079
5848,6061
5904,4329
3829,3130
6006,1183
3886,1365
12119,8299
12138,7710
1644,5340
3754,5473
6018,826
1792,766
1700,3619
1699,3651
3822,3376
3828,3196
3818,3515
3816,3580
3816,3579
3830,3147
3821,3433
3705,7028
3821,3432
3916,490
3807,3877
5820,7014
3809,3819
1563,7909
3827,3264
3825,3333
3825,3334
3819,3525
3819,3524
1796,703
3828,3253
3810,3811
1698,3748
5915,4101
5908,4319
5908,4320
1548,8412
3738,6061
3714,6809
3911,705
3801,4116
3811,3810
3831,3190
1700,3717
1700,3718
3810,3845
3713,6855
3825,3382
1795,781
3828,3306
1642,5535
5873,5455
1692,3993
3811,3845
3812,3813
5927,3783
1699,3782
1699,3783
3754,5619
3814,3761
3835,3115
5848,6247
1697,3858
3830,3277
3804,4086
3813,3812
3756,5582
3801,4186
1708,3538
3896,1250
1555,8284
1760,1930
5866,5717
3828,3365
3801,4209
3914,705
3801,4215
3835,3165
3757,5582
6030,664
3831,3297
3717,6832
3835,3174
3829,3365
3822,3587
1572,7802
3802,4210
1707,3619
1699,3876
3816,3790
5871,5624
3718,6832
3917,662
3831,3328
1802,692
5915,4266
6010,1328
3831,3338
3811,3965
3839,3096
1719,3282
1710,3565
1790,1090
3831,3358
3758,5628
3738,6247
5830,6934
1650,5444
1630,6064
3918,676
3840,3096
1653,5356
3717,6913
1700,3903
1808,555
3817,3818
1710,3600
6010,1374
1688,4286
1700,3915
1601,6995
6010,1391
3831,3403
1657,5262
3718,6913
3804,4250
3818,3817
3839,3169
3720,6858
3720,6857
3839,3170
1624,6300
1716,3450
1699,3977
1688,4322
3897,1387
3828,3528
3828,3527
3819,3809
6010,1422
1606,6901
3720,6908
3812,4055
3829,3533
1660,5240
3831,3478
3897,1435
12129,8386
1809,633
1573,7952
1703,3923
3813,4055
3840,3227
3825,3692
1647,5678
3912,1002
1694,4223
1713,3634
1817,414
1717,3517
1727,3208
1699,4080
1660,5291
1710,3742
1708,3816
5888,5307
1795,1127
5889,5284
3838,3331
3933,391
12134,8314
3809,4243
1716,3590
1605,7036
5927,4131
3835,3453
3835,3452
1607,6985
1567,8234
3843,3227
3728,6796
3728,6795
3847,3113
3909,1190
5951,3428
1817,510
3835,3491
3916,982
3728,6812
3830,3651
3745,6290
1630,6322
1788,1426
3847,3137
3847,3138
3728,6831
3841,3333
3828,3735
3847,3149
5957,3272
3916,1014
3904,1390
1574,8085
1735,3095
1729,3282
3846,3194
3728,6857
5792,8412
3846,3210
1795,1254
3833,3612
3842,3333
3835,3555
3844,3288
3831,3693
1577,8030
3844,3289
3821,4007
5888,5463
5844,6828
1702,4161
3846,3235
1710,3916
1710,3918
3916,1070
5844,6836
3916,1074
3723,7056
3906,1386
1794,1322
3728,6906
3731,6813
3828,3805
1719,3649
3841,3409
1716,3752
3816,4190
5871,6018
3828,3829
3832,3705
3754,6129
3777,5420
1707,4056
3842,3409
3844,3350
3821,4065
1710,3973
3851,3141
3835,3636
3828,3856
3848,3238
3848,3237
1583,7917
3849,3208
3829,3828
5941,3899
3725,7059
1812,826
3839,3531
3919,1050
3906,1456
1737,3166
3932,662
1814,783
5947,3730
3852,3141
3841,3485
3829,3856
3916,1161
3828,3891
6051,518
5968,3096
1657,5667
3917,1144
3840,3531
5953,3565
3847,3327
1723,3634
1723,3635
3842,3485
1710,4042
3829,3891
1806,1068
6051,549
6027,1300
3735,6814
3847,3347
1668,5360
5953,3600
1727,3536
3846,3383
1573,8311
3844,3448
3844,3449
3835,3731
3854,3148
1805,1133
3935,641
3916,1229
1735,3306
3855,3125
5940,4024
3916,1238
5962,3356
5898,5340
1727,3569
3847,3395
3844,3487
3847,3394
3850,3306
5888,5665
3833,3834
3912,1388
3831,3904
3851,3290
1708,4190
3841,3607
3834,3833
5966,3282
5966,3288
3828,4029
3857,3132
1582,8122
3852,3290
3840,3669
3842,3607
3828,4046
5904,5223
5898,5415
3857,3148
1713,4083
1713,4084
1829,488
3916,1332
3821,4285
5820,7853
5973,3112
5973,3113
1620,6986
3829,4046
6026,1482
3836,3837
3917,1329
3763,6104
6053,652
3932,875
1717,4009
5966,3370
1709,4267
3848,3495
3837,3836
3860,3125
5803,8434
3935,817
3843,3669
3843,3668
3844,3640
3827,4168
5973,3177
6053,706
3855,3306
6061,456
3937,768
1737,3433
5895,5606
5938,4280
3830,4092
5871,6355
1735,3507
5973,3207
5898,5535
1726,3793
3914,1501
3847,3582
3753,6499
3839,3840
3827,4214
3856,3317
3780,5676
3850,3507
3858,3261
3829,4160
5973,3232
3935,876
6061,510
3853,3429
3863,3120
1588,8110
3864,3091
5854,6938
3737,7032
3840,3839
3847,3625
5966,3476
3935,903
1670,5581
5962,3604
3843,3763
3859,3266
3931,1041
3935,917
3856,3365
1810,1263
3943,676
1729,3775
3935,926
3841,3842
5962,3631
3744,6856
5907,5340
3855,3414
1735,3599
5980,3082
5953,3916
3846,3703
5962,3648
1670,5626
1748,3208
1592,8047
3935,950
5895,5726
3744,6878
3842,3841
1817,1081
3847,3699
3861,3264
5962,3675
1632,6834
3841,3893
1632,6835
6053,859
1713,4330
3931,1108
3949,553
3847,3719
3863,3222
6051,934
5953,3973
5880,6245
5973,3361
3931,1133
6063,575
3862,3274
3842,3893
3744,6933
5907,5415
1813,1261
3932,1110
5898,5697
3845,3811
3845,3810
1660,6010
6053,902
5811,8408
1822,995
3945,718
1686,5220
3868,3117
5905,5510
5951,4086
1755,3093
3932,1144
1737,3654
1729,3902
1752,3196
3935,1062
3945,752
6061,698
5861,6896
5955,3989
5888,6063
1583,8450
3859,3437
3856,3532
1727,3995
1750,3282
3856,3533
6063,657
3862,3362
3799,5317
3802,5224
3932,1206
3863,3344
5973,3469
1629,7065
5973,3472
6060,781
1799,1798
1594,8153
5908,5494
6053,996
3925,1435
1809,1495
5906,5563
1594,8161
5907,5535
3857,3557
6061,773
3871,3131
3932,1239
3857,3567
3862,3412
3869,3200
3864,3358
3871,3141
1680,5535
3841,4082
3748,6970
5866,6845
1755,3219
1723,4212
3952,655
3935,1186
3930,1341
3861,3485
1688,5311
1691,5218
1753,3296
6079,272
5977,3434
3838,4205
1722,4267
1661,6158
3840,4152
3871,3192
5898,5899
5988,3108
1743,3634
3931,1342
5915,5377
1743,3635
5898,5907
3804,5284
5886,6282
3932,1329
3863,3474
5899,5898
3851,3852
6063,821
5973,3622
3935,1265
3850,3902
5915,5422
3793,5678
3852,3851
1828,1060
5986,3233
3804,5346
3932,1384
3873,3213
5907,5697
6063,859
3873,3214
5868,6914
3843,4152
3969,251
3871,3290
1822,1276
3756,6859
1755,3355
1758,3264
3857,3734
1847,512
1727,4234
3931,1446
3861,3627
3861,3626
3857,3759
3877,3139
5889,6301
3877,3140
1691,5388
3844,4183
5980,3506
3847,4100
3753,7014
3856,3828
3856,3829
3872,3336
1593,8448
1694,5318
1740,3892
3758,6871
3872,3344
3758,6882
1662,6324
3844,4224
3865,3585
3865,3586
1750,3618
1597,8361
3868,3506
1668,6175
3874,3325
3870,3454
3870,3455
3862,3706
6079,519
3759,6907
1696,5327
1648,6816
1768,3098
3855,3938
6063,1032
3935,1464
3808,5409
3847,4200
3973,297
1609,8047
3758,6965
3856,3930
1670,6159
1764,3246
1648,6846
1740,3995
3855,3966
3854,4005
5907,5898
5915,5655
1843,825
6051,1452
1748,3773
1748,3774
3854,4026
3854,4025
1699,5297
5878,6824
1830,1239
1692,5522
3872,3481
1766,3233
1755,3575
1822,1500
3866,3684
3854,4059
1824,1457
5973,3914
12056,11944
3952,1039
12052,12083
5915,5737
3939,1454
1648,6948
3886,3108
3850,4224
12052,12111
3973,414
3808,5531
6063,1162
5878,6897
3857,4026
3872,3565
1696,5490
3887,3109
3974,414
3858,4009
1737,4225
3978,292
3882,3269
5966,4202
3765,6902
3868,3724
3856,4095
3868,3723
1646,7070
3974,442
3855,4130
6086,510
5851,7795
1706,5226
3866,3804
12056,12062
1848,826
3973,490
1743,4085
1843,992
3974,472
5880,6920
3855,4162
5884,6802
3949,1251
3884,3265
3889,3115
3973,510
3889,3116
12061,11932
12061,11944
12056,12096
5908,6080
3868,3787
3889,3138
3974,510
12056,12111
5907,6127
1740,4234
3770,6847
5973,4099
3881,3418
5988,3640
1841,1127
5844,8108
6085,641
3866,3898
1707,5290
3771,6847
3880,3474
3880,3473
3884,3349
3885,3325
1710,5215
3856,4228
3855,4264
5880,7030
6063,1354
1704,5414
1706,5359
5935,5331
3855,4287
3864,4008
3886,3325
3874,3705
3855,4296
3973,641
5888,6814
3978,488
3804,5881
3861,4117
6063,1390
12061,12067
5988,3720
3804,5889
12061,12062
3952,1303
3801,5988
3882,3480
3874,3728
12061,12083
3880,3547
12061,12078
3872,3800
6080,893
12061,12087
3864,4058
3884,3438
6101,245
3892,3192
1842,1205
5882,7038
3886,3382
12061,12105
12061,12107
12061,12100
5838,8409
6006,3208
3868,3952
5921,5847
12061,12111
3955,1261
6063,1447
1748,4144
1762,3711
12061,12118
3877,3685
3792,6324
12061,12124
6007,3200
3870,3914
3777,6796
5988,3801
5986,3863
3808,5843
5991,3711
3974,710
3989,245
1783,3096
3801,6074
3979,559
3896,3133
6085,817
3889,3358
5940,5318
1748,4196
1748,4197
1710,5376
6085,827
1861,704
1634,7742
3876,3782
6079,1022
1703,5609
3876,3783
1748,4218
1656,7070
3777,6857
1659,6978
1847,1157
3880,3676
1692,5968
6098,465
6081,992
3891,3355
3891,3356
3899,3108
3973,817
3874,3886
3874,3885
3831,5222
1751,4167
6081,1015
1711,5412
5988,3899
3877,3807
1710,5451
