nominated_for_1,nominated_for_2
5907,2190
8036,1727
1665,2629
6952,2581
6985,1558
5785,5998
6833,6280
1654,2992
6956,2474
6969,2070
682,368
6985,1607
3802,1973
6978,1831
676,591
7900,6029
635,1868
1665,2706
3681,5750
680,480
1694,1814
3689,5512
617,2441
1726,835
6986,1620
6959,2455
5973,258
676,630
3802,2038
3793,2322
6985,1679
8036,1868
3780,2734
5797,5741
6956,2584
3782,2676
6970,2156
6969,2188
1692,1938
2732,2468
683,455
6978,1918
6979,1887
3782,2696
12114,6557
3783,2680
3802,2097
5902,2536
3802,2099
3780,2784
8036,1921
3782,2732
8047,1592
3681,5864
1665,2827
635,1990
3836,1073
8047,1609
1705,1600
5899,2662
5785,6203
3816,1708
6979,1965
6986,1751
1673,2615
6970,2259
7900,6196
3790,2540
8036,1990
5940,1433
633,2109
3784,2744
617,2622
2632,5693
3790,2567
3690,5669
8047,1675
2729,2700
5819,5225
2632,5715
6948,3014
2729,2731
3822,1615
7002,1347
8036,2084
2731,2700
6950,2988
3802,2270
3808,2083
6995,1601
2632,5785
6978,2137
3782,2913
2731,2729
3796,2486
5920,2179
3815,1900
3677,6178
696,289
642,1966
6978,2157
5906,2632
3793,2599
3781,2978
8036,2143
3796,2523
6971,2410
3819,1827
6966,2580
3793,2637
7936,5275
687,627
3780,3051
3821,1780
6972,2410
3809,2158
5899,2909
1708,1756
6856,6014
6978,2231
6985,2012
8070,1149
3793,2671
3846,1031
5981,387
3793,2681
2632,5906
3809,2186
2729,2905
6975,2358
8036,2258
6985,2071
5799,6073
3793,2741
3819,1935
3790,2838
3818,1971
2731,2905
3783,3063
1692,2347
2632,5975
5907,2758
3796,2674
642,2144
620,2833
2632,5998
3809,2281
3831,1599
7000,1678
3833,1550
5906,2828
3802,2516
692,621
657,1707
5907,2802
6985,2152
6973,2531
3816,2096
1596,5385
3808,2352
1707,1949
3796,2728
6978,2396
518,6051
642,2209
3790,2925
2732,2955
705,258
1708,1933
3796,2748
5940,1826
5906,2878
6967,2758
1673,3035
665,1520
6979,2396
3846,1217
8016,3023
3809,2380
6970,2693
3815,2201
3822,1988
5910,2793
3811,2331
5905,2954
3802,2613
529,5777
3802,2626
709,207
708,250
7911,6340
6990,2123
6966,2873
6963,2966
8047,2134
1708,2039
5826,5459
696,654
5819,5683
3793,2965
635,2560
5905,3029
5906,2998
3796,2875
6978,2542
2632,6203
3793,2989
710,258
5933,2185
3802,2716
5805,6157
3802,2728
5920,2622
3793,3023
6986,2342
6978,2595
3831,1850
3832,1824
642,2416
6985,2394
3840,1588
3834,1773
3831,1868
3711,5592
6985,2406
6892,5288
6985,2418
8029,2830
3815,2393
3690,6272
3819,2281
5993,424
3815,2411
1708,2192
715,217
3833,1869
3882,349
8029,2865
6979,2657
6978,2691
6979,2664
646,2382
5953,1710
2764,2266
5822,5774
3820,2310
701,700
634,2779
6991,2318
3822,2255
6985,2508
6978,2725
3800,2944
3833,1920
2782,1735
8110,419
3870,788
715,291
6979,2716
6979,2725
649,2346
3809,2696
710,471
2666,5382
3833,1987
676,1549
7060,262
3823,2304
6985,2589
713,419
716,334
3822,2358
6978,2826
650,2388
1708,2359
3802,2990
1708,2374
6972,3036
3823,2358
6979,2827
6979,2826
3856,1340
641,2707
703,794
6985,2667
3802,3043
6978,2894
1708,2428
6986,2658
6978,2906
676,1664
6985,2693
3802,3063
704,800
6878,6014
6979,2906
6975,3036
3711,5916
3831,2201
3819,2574
6978,2956
6985,2738
8036,2923
6985,2747
3889,421
6990,2603
2666,5579
649,2573
6978,2992
3819,2619
6830,7583
5969,1514
5963,1701
559,5387
8110,685
642,2823
5961,1772
3815,2779
1705,2655
726,240
6978,3041
2666,5647
3815,2798
7001,2337
3822,2588
1708,2590
682,1635
6979,3041
6985,2852
3819,2696
712,711
670,2013
714,651
3848,1804
5819,6240
3821,2640
3823,2585
682,1657
8062,2254
7019,1819
5969,1606
655,2510
710,806
6985,2890
559,5499
3816,2838
3821,2682
1740,1658
8085,1574
5943,2456
730,221
5933,2774
682,1717
8062,2313
5968,1692
3834,2316
3831,2411
3856,1646
730,250
702,1123
665,2277
6995,2658
6991,2788
726,405
3877,1033
6985,2991
3816,2925
5856,5225
7000,2534
7006,2347
555,5720
2676,5515
5841,5711
6985,3030
734,221
7026,1778
3855,1776
731,329
3819,2907
3858,1697
1715,2609
5950,2403
7014,2188
3849,1996
7000,2639
676,2083
560,5683
7001,2621
3904,326
3858,1763
2680,5515
549,6051
3848,2089
3856,1843
6897,5878
3831,2626
3833,2574
7036,1605
730,482
3806,3435
6021,315
1708,2948
1716,2711
575,5319
3855,1952
2782,2447
724,723
7040,1535
6995,2936
652,2961
5847,5760
738,302
7033,1764
3833,2664
738,317
3868,1593
8062,2654
7040,1567
6892,6166
564,5728
5857,5485
3855,2017
659,2790
3858,1925
3870,1555
742,221
1740,2056
7000,2842
3855,2031
726,725
6024,334
3871,1545
7026,2048
729,651
692,1802
730,627
5866,5250
3742,5565
7001,2842
740,329
5969,2073
3730,5947
3864,1795
7027,2048
3914,258
743,265
741,329
662,2780
6026,334
682,2161
564,5821
662,2787
5950,2701
3856,2084
3851,2238
3858,2021
5847,5921
5866,5334
3852,2238
3844,2487
3831,2893
1740,2182
745,265
3914,331
683,2190
7040,1734
718,1107
692,1914
5958,2515
1756,1708
5856,5683
7040,1752
7011,2650
5969,2190
5950,2783
739,482
3863,1950
705,1546
7030,2084
739,498
3831,2952
732,723
747,258
5857,5695
743,387
6923,5445
3868,1843
6922,5478
3863,2012
5969,2266
1735,2447
5975,2078
1748,2049
7001,3044
3876,1622
2777,2923
3911,536
3833,2965
5955,2718
3918,331
5972,2196
7039,1892
559,6164
3868,1894
676,2542
7042,1811
6931,5250
665,2898
5968,2347
726,1012
706,1633
676,2564
5866,5513
7026,2344
689,2190
3876,1699
751,281
698,1929
7027,2344
752,265
3870,1913
737,736
3742,5888
699,1919
703,1796
1748,2169
6914,5868
2782,2894
1756,1933
7035,2132
5984,1943
8077,2602
7013,2823
8110,1588
6924,5586
692,2169
705,1771
3848,2643
3864,2152
746,506
3858,2340
750,387
3848,2660
8101,1889
3917,522
8108,1677
5950,3040
5970,2417
8108,1688
5992,1747
8068,2933
3876,1811
3872,1940
677,2691
5968,2514
3917,563
704,1861
7026,2493
5984,2035
5866,5699
6936,5295
1756,2039
5992,1812
7018,2784
8153,366
5969,2537
5969,2547
3844,2889
7026,2555
6914,6030
5958,2897
8108,1789
2827,1665
8110,1738
3863,2335
1735,2782
1647,5518
8108,1837
3887,1614
3914,788
3855,2625
3855,2628
3870,2180
3851,2771
3863,2403
1653,5385
1756,2192
3872,2133
8122,1460
2819,2010
8077,2866
760,319
760,326
759,357
718,1629
7040,2261
7035,2416
751,621
3931,349
5987,2147
1735,2894
2706,5566
7047,2076
7065,1524
8108,1964
7029,2651
702,2190
5968,2790
8101,2201
5969,2764
749,748
682,2839
3887,1791
7027,2756
8153,616
8122,1582
3773,5330
8108,2022
766,250
7053,1970
7027,2776
3770,5440
3876,2158
5975,2632
3774,5330
3856,2787
6930,5804
1735,3010
1756,2359
7063,1689
7065,1629
3771,5440
3849,3024
1756,2374
5991,2167
5991,2170
7064,1676
712,1982
5995,2056
3851,2987
8108,2098
8108,2105
8101,2321
698,2443
3853,2942
6053,281
3892,1740
2827,1987
8082,2925
3852,2987
1756,2428
7042,2405
7070,1548
5969,2911
698,2474
3892,1775
6010,1660
7964,6619
5997,2064
3940,300
3943,221
6048,506
3855,2953
7026,2962
3931,604
8101,2411
7035,2686
5998,2078
3881,2188
5972,2908
7064,1828
7070,1646
2828,2078
5975,2828
7070,1656
760,661
8097,2602
6008,1824
5984,2577
7066,1803
7069,1709
2819,2390
775,221
5969,3051
7069,1722
3868,2654
3880,2282
716,2061
1756,2590
689,2900
7070,1700
5972,2971
6949,5453
5975,2878
6012,1740
769,437
6923,6280
6053,480
7065,1882
8102,2505
6020,1522
5991,2424
698,2671
1798,1340
3887,2118
2819,2461
3889,2061
8131,1633
3868,2712
3904,1601
716,2127
7077,1544
6933,6014
8125,1837
7065,1939
714,2216
597,5844
7064,1993
7092,1123
7053,2337
5975,2998
7040,2758
3902,1729
3903,1700
7065,1993
3892,2056
7076,1666
3892,2068
3774,5730
6064,285
7070,1868
7070,1876
6010,1971
705,2587
6007,2076
8003,5738
7058,2270
3876,2619
7070,1910
692,3023
7038,2916
6959,5363
7042,2795
7058,2308
8097,2866
730,1868
774,506
729,1910
8131,1831
774,524
3867,2946
6018,1812
3892,2182
3876,2680
7053,2503
7069,2006
7059,2323
7078,1733
7070,1981
7067,2081
3876,2696
8101,2798
617,5428
3782,5618
3871,2858
7076,1813
783,291
6018,1848
3903,1886
7050,2640
5906,5337
7080,1719
3887,2405
3903,1911
7070,2037
8108,2638
7064,2232
1756,2948
7064,2240
7077,1846
729,2028
7080,1758
781,424
6013,2073
7047,2793
729,2047
3912,1679
5870,6518
3917,1535
7078,1846
3783,5689
3931,1107
2851,1824
3872,2944
7061,2390
7065,2270
3929,1182
6017,1998
7058,2495
3890,2418
6027,1708
7042,3015
3918,1556
7061,2435
7070,2153
2827,2619
3892,2371
2827,2620
7076,1976
5998,2632
2827,2629
3871,3032
773,772
705,2890
7069,2212
3910,1842
7065,2342
6027,1756
705,2905
3915,1700
2828,2632
3786,5706
1798,1799
3892,2434
3802,5225
3917,1662
3903,2099
2829,2627
12375,1619
3880,2824
3916,1710
712,2732
3887,2613
7070,2248
2827,2706
6014,2213
7076,2059
3956,482
5902,5695
8131,2137
3887,2626
7076,2075
738,1952
3940,1000
3896,2373
706,2961
7070,2290
7065,2448
3918,1710
3930,1340
3876,3015
8110,2841
3783,5908
2855,1908
3916,1790
3901,2260
705,3035
3783,5927
7078,2085
3923,1594
7070,2342
3876,3063
7066,2478
705,3062
1795,2040
8108,2949
8108,2947
5998,2828
6027,1933
3881,2925
7052,2933
752,1629
5906,5693
781,736
6956,5921
5995,2947
622,5674
780,779
5906,5715
8153,1594
7076,2218
3963,417
7066,2530
7070,2411
6011,2473
5998,2878
6007,2606
6979,5252
3802,5437
7076,2257
7076,2256
1766,3030
2828,2878
3913,2010
3923,1703
7069,2480
2827,2912
6023,2149
8003,6302
5906,5785
3802,5479
6027,2039
730,2413
3922,1772
7076,2306
7065,2647
7065,2658
7065,2662
3918,1920
710,3064
7061,2788
5995,3077
5998,2998
7094,1796
8036,5363
3905,2357
7078,2310
2828,2998
7076,2393
3889,2884
3904,2424
7070,2582
3915,2085
1814,1694
7076,2426
3809,5398
7070,2616
6038,1837
3904,2458
6038,1844
6027,2192
3917,2074
790,711
3887,3015
8161,1594
6978,5501
7065,2809
5906,5975
7066,2789
5906,5998
789,788
8029,5730
5901,6166
770,1389
6087,405
730,2631
6008,2851
7076,2511
7070,2711
7076,2524
3916,2181
3918,2126
8153,1919
805,329
3889,3035
3890,3007
3892,2947
8029,5776
3802,5750
3802,5749
6008,2900
3917,2189
6985,5394
6022,2478
7076,2575
768,1520
3904,2607
8122,2922
3916,2237
3809,5566
724,2898
3905,2602
6027,2359
3921,2113
7070,2798
3974,471
3790,6177
3913,2364
6010,2898
8125,2873
6027,2374
7076,2649
729,2801
3819,5321
7080,2535
771,1513
6027,2428
3921,2178
3892,3077
3937,1686
6979,5692
7094,2125
729,2835
795,794
809,366
809,368
5906,6203
6978,5751
768,1652
7076,2712
6017,2772
3790,6280
3932,1881
732,2779
3932,1887
2865,2199
6047,1865
3904,2761
3809,5709
3819,5399
6038,2146
3790,6302
768,1686
729,2898
812,326
773,1542
6038,2175
813,317
3932,1934
3904,2806
3822,5352
6985,5601
2872,2034
1474,12604
2872,2038
3796,6161
6038,2194
766,1792
773,1580
3802,6014
3904,2856
729,2990
6027,2590
3935,1911
653,5353
2890,1548
6969,6177
3945,1629
773,1656
815,357
3904,2907
816,334
801,800
2855,2676
3901,3023
2855,2680
3819,5566
7089,2506
604,6933
821,209
6098,464
1808,2381
3819,5576
7089,2514
3916,2576
3904,2952
3911,2735
3905,2924
762,2056
8192,1107
6048,2036
3921,2443
777,1603
635,6014
6038,2368
6042,2244
3992,260
7090,2531
3935,2038
2860,2595
8140,2755
814,489
6032,2577
6996,5459
3904,3020
3801,6214
3833,5225
2851,2900
3904,3034
3919,2568
3941,1889
2878,2078
8161,2144
3992,319
3918,2616
649,5652
822,289
6064,1630
3904,3056
6978,6066
3938,2005
6974,6225
809,736
8153,2455
826,215
6063,1707
807,806
1820,2174
3911,2890
3916,2738
3917,2711
3915,2777
3944,1877
3916,2751
773,1884
3998,217
822,372
3802,6316
3816,5882
3821,5730
3915,2818
3822,5705
3998,252
3917,2777
3998,265
646,5878
6104,522
6979,6164
3917,2780
3991,489
828,238
745,2813
3940,2074
2894,1735
8178,1776
3916,2823
3913,2918
3916,2834
783,1654
6038,2593
3958,1539
655,5630
766,2190
6060,1921
6047,2325
3941,2074
6027,2948
3990,561
3821,5803
820,536
664,5372
3921,2711
3913,2960
773,2003
783,1694
783,1702
3991,561
3918,2823
3918,2831
3938,2214
3918,2834
781,1795
766,2266
2855,3042
3946,1993
3816,6029
3936,2311
3831,5566
3915,2966
2885,2138
3944,2084
2890,1990
2872,2549
830,317
3932,2459
831,289
3998,431
3932,2486
3998,443
783,1814
830,357
3932,2506
3932,2509
6109,563
5940,5809
3946,2088
7091,2899
3955,1813
829,419
6986,6164
6048,2476
7091,2933
8161,2530
833,331
773,2204
746,3042
3816,6177
750,2923
3965,1573
2900,1824
8146,3037
3935,2525
7014,5384
1708,6027
1841,1915
3941,2352
3946,2201
773,2263
6079,1619
2880,2487
3943,2304
773,2274
769,2399
792,1689
3934,2595
839,238
8161,2633
6047,2637
773,2290
785,1929
3836,5653
3816,6280
3944,2314
4008,334
6996,6008
781,2073
3998,651
6047,2671
3816,6302
6058,2345
4010,300
6038,2971
2878,2632
3821,6166
3836,5711
6080,1691
3946,2311
7094,3031
826,736
3849,5341
3939,2552
2890,2308
6069,2064
3932,2780
3946,2357
3931,2824
3935,2707
3943,2458
3938,2628
3935,2735
3941,2548
8155,2993
813,1217
3974,1533
2872,2929
3845,5542
3959,2010
664,5868
8077,5440
3946,2431
845,265
3941,2594
3998,834
2878,2828
3836,5906
3978,1514
3936,2824
3973,1676
3969,1806
3944,2585
781,2342
6116,800
803,1665
4020,250
1820,2913
826,963
3973,1710
2913,1820
792,2042
773,2637
664,6030
2894,2447
1824,2851
6095,1527
773,2671
1849,2086
3981,1535
849,324
7014,5820
3978,1633
3977,1664
3856,5428
3979,1615
3944,2707
3957,2304
3973,1817
1824,2900
850,329
2878,2998
3977,1699
3975,1760
6075,2199
3836,6081
6959,7583
3836,6094
3974,1817
792,2157
8202,1828
3970,1948
3952,2510
6061,2671
5975,5337
3837,6094
3944,2777
3975,1818
3952,2534
3849,5729
849,424
6057,2819
3967,2085
811,1622
6053,2961
6064,2631
3975,1864
8199,2011
6095,1721
6069,2529
3855,5635
692,5384
3978,1824
6091,1854
3958,2448
676,5888
4027,319
858,254
5966,5750
676,5904
852,464
803,1987
852,482
8207,1859
773,2940
859,289
3952,2712
3858,5625
7019,5948
6092,1922
6060,2911
2913,2174
3957,2585
3981,1848
2894,2782
3943,3041
7042,5280
3989,1620
853,536
854,506
857,431
4010,1000
8178,2866
1748,5597
778,2905
3946,3001
4027,496
3992,1603
8207,2010
3977,2083
8199,2270
3965,2457
865,258
5975,5693
863,329
821,1641
777,3006
821,1650
5975,5715
868,209
6064,2977
781,2911
6100,1865
6150,315
792,2572
6145,482
8076,6161
792,2592
3966,2513
821,1707
7042,5476
5975,5785
3851,6093
3993,1692
862,455
692,5730
3981,2077
3863,5750
2900,2851
3979,2173
2905,2700
7042,5536
692,5776
825,1656
3855,6044
3974,2358
2905,2729
781,3038
2905,2731
783,2992
8095,5695
871,265
864,482
3995,1727
3881,5273
3995,1740
3998,1652
1930,226
3993,1811
5975,5906
807,2277
1930,234
2929,2034
2929,2038
783,3032
8199,2514
3868,5712
7042,5621
814,2089
6069,3026
858,725
1930,265
3989,1975
792,2779
3970,2572
8195,2675
1930,285
8082,6184
1930,289
874,258
2912,2619
8207,2314
792,2816
1930,319
5995,5380
5975,5998
1873,2094
856,855
821,1942
791,2873
6104,2011
2819,5545
791,2882
792,2860
3977,2433
826,1812
825,1843
872,387
1930,359
8199,2626
3855,6225
3863,5986
5998,5337
5991,5561
8234,1567
3977,2462
1930,387
6147,736
7038,5882
826,1848
3975,2537
3887,5266
4034,711
3989,2111
825,1891
5995,5459
6159,379
2828,5337
3989,2120
1930,417
876,326
1930,421
1930,431
1930,437
6085,2707
6106,2056
8195,2835
4009,1537
875,387
4047,361
803,2620
803,2629
796,2852
3998,1896
835,1646
1758,5803
3989,2181
821,2087
3989,2186
873,480
8234,1665
821,2097
3977,2564
3998,1924
8199,2762
2948,1708
3855,6362
2912,2827
3973,2707
6108,2064
6084,2825
6086,2761
5975,6203
4054,221
3995,2056
803,2706
3969,2868
3998,1971
2948,1756
3892,5261
835,1726
8108,5654
6116,1873
8234,1752
7038,6059
8207,2613
3975,2730
6090,2716
1930,604
4053,329
8207,2626
4007,1758
3977,2691
6109,2143
885,250
838,1709
4009,1717
1930,630
6120,1812
1756,6027
6104,2321
6113,2041
3969,2974
8199,2919
3876,5864
3887,5523
3970,2949
803,2827
3995,2182
8205,2746
3892,5380
3977,2750
5979,6228
4009,1763
3969,3002
4008,1795
5995,5744
4053,408
7052,5744
6120,1881
825,2201
2948,1933
821,2336
3995,2246
8125,5288
814,2558
5998,5693
825,2222
3892,5459
4016,1618
13484,3024
2929,2549
5998,5715
6101,2527
8108,5844
6104,2435
3993,2347
2828,5693
4017,1605
825,2254
3977,2846
3989,2477
6114,2138
891,217
3892,5495
2828,5715
3977,2867
2923,2777
8205,2883
1873,2564
8234,1987
3978,2851
8238,1872
7038,6302
710,5864
2947,2056
6086,3056
3993,2405
5998,5785
4003,2099
3881,5882
2948,2039
3978,2882
825,2322
3975,2976
4001,2180
3978,2900
807,2898
6088,3027
2828,5785
7065,5523
3989,2576
844,1768
3892,5586
4009,1959
8247,1657
3975,3016
858,1347
3998,2311
7034,6503
4006,2070
827,2316
3887,5760
3868,6354
883,595
7033,6557
6174,424
8205,3011
2920,3020
4017,1780
3989,2651
4008,2061
5998,5906
6101,2718
827,2386
817,2707
4047,882
2828,5906
827,2401
2948,2192
3998,2416
3881,6044
8247,1774
3989,2709
5998,5975
3989,2718
3981,2970
4010,2074
3892,5733
8230,2332
6114,2390
8237,2112
6101,2798
3892,5744
7070,5533
3989,2751
8237,2138
2828,5975
6008,5705
5995,6106
8234,2240
4017,1895
896,349
6098,2926
3982,2990
2828,5998
4027,1603
2929,2872
827,2502
4002,2386
4009,2178
881,843
825,2580
880,879
4002,2401
899,298
7065,5760
3892,5821
3989,2818
3881,6177
892,531
3892,5842
838,2212
3881,6184
825,2618
825,2621
2959,2011
1894,2258
6120,2323
6108,2695
8234,2336
2948,2359
12439,3049
1882,2647
2948,2374
903,234
904,221
821,2796
901,317
883,882
4002,2502
3881,6254
897,464
3993,2795
8234,2397
2948,2428
8230,2535
5998,6203
6114,2609
903,317
4009,2340
3998,2686
8253,1854
3989,2977
859,1707
2828,6203
3892,5995
821,2896
8234,2470
903,366
8247,2084
6114,2669
4007,2457
3989,3016
906,287
6187,421
6106,2947
902,431
1930,1344
825,2842
4036,1613
909,258
1915,1841
2948,2590
910,238
3892,6106
892,802
7080,5587
3995,2923
821,3021
4007,2567
4006,2602
2855,5515
6128,2355
3892,6137
5999,6362
8234,2620
903,513
8234,2629
891,890
859,1884
4030,1888
903,522
4007,2602
6025,5587
3917,5400
6106,3077
2955,2468
4032,1852
2851,5705
4007,2640
3915,5499
906,480
8237,2603
8290,963
8140,5617
6114,2885
8234,2706
6121,2678
903,595
3917,5469
7070,6031
4017,2377
7067,6134
895,894
7094,5341
3916,5565
1930,1603
8234,2798
8234,2827
4042,1710
4002,2951
1913,2180
3918,5565
6158,1661
4016,2544
870,1767
2860,5613
6129,2580
8252,2303
8265,1914
6159,1670
902,800
8290,1149
4046,1646
914,445
903,806
3889,6547
2955,2732
858,2205
6160,1701
1930,1760
4007,2924
6157,1809
2851,6008
2872,5368
1933,1708
3906,6081
2992,1654
865,2061
917,455
6016,6228
8237,2919
4015,2731
2947,3077
6120,3020
1933,1756
4039,2010
4016,2731
7091,5744
3932,5372
4007,3049
899,1105
8284,1555
928,221
8247,2720
4039,2096
1938,1692
8134,6225
875,1881
875,1892
2878,5337
4099,258
3894,6617
3918,5888
8306,930
7094,5745
858,2456
1908,2676
1908,2680
6135,2714
4017,2838
7080,6192
2954,3029
929,289
903,1101
6168,1729
6150,2302
4057,1654
4040,2188
4100,334
6160,2013
4056,1707
932,258
6160,2036
870,2212
4049,1970
928,421
918,736
6151,2351
1933,2039
4056,1766
4046,2077
8247,2923
4028,2648
7089,6073
6172,1738
7080,6362
860,2572
927,496
1908,2855
4048,2054
3939,5445
6175,1668
4057,1788
873,2190
4044,2203
4044,2209
4020,2956
857,2704
4034,2526
7076,6540
4058,1795
4045,2203
4042,2296
4057,1830
4039,2390
4045,2209
4096,627
4058,1812
870,2336
938,234
4065,1605
3927,5886
2963,3026
1933,2192
3928,5886
935,372
1949,1707
762,5744
3932,5777
8287,1846
6160,2254
935,387
2878,5693
859,2749
3944,5421
8155,5957
4038,2509
2878,5715
941,238
1908,3042
4023,3017
2990,2277
942,234
6167,2098
8264,2628
4067,1675
6169,2055
2992,2238
929,656
935,482
1809,6157
2878,5785
937,424
4057,2011
4032,2788
2998,2078
1824,5705
4046,2362
4058,1997
4066,1764
857,2942
3010,1735
1933,2359
6160,2402
4028,2963
768,5720
1933,2374
3938,5758
4039,2626
4040,2602
2990,2385
6141,3009
3014,1648
8284,2120
6158,2507
936,563
910,1371
1933,2428
6155,2621
2878,5906
859,2961
4069,1760
4032,2913
6047,5986
4042,2616
6160,2505
3943,5706
4099,882
4046,2534
948,269
1938,2347
6169,2257
2878,5975
8284,2232
3944,5706
4074,1679
4069,1837
4058,2180
945,379
936,661
2878,5998
876,2525
4096,1012
1950,2012
892,2044
4035,2917
2994,2421
8305,1630
948,329
4064,2040
6172,2231
4067,1958
944,471
2976,3016
2990,2587
1964,1628
1933,2590
892,2102
6236,281
4068,1958
4038,2891
945,480
6067,5542
937,736
1824,6008
4038,2914
931,930
4049,2579
4049,2582
4036,2994
6183,1976
4081,1606
6195,1614
4052,2526
8311,1573
6160,2719
4044,2786
895,2103
4083,1578
4076,1806
4053,2526
6184,2005
944,604
956,234
4080,1699
4045,2786
4086,1520
4060,2325
4051,2606
6242,221
2878,6203
892,2235
3936,6178
4037,3049
4038,3022
4047,2744
791,5380
915,1544
866,3076
944,661
6188,1939
781,5729
4085,1635
4083,1713
957,317
6063,5888
8357,315
4119,627
4084,1713
870,3045
4074,2037
2998,2632
893,2359
4042,3063
783,5792
6172,2571
2900,5705
4085,1743
4057,2613
792,5526
962,258
956,455
893,2410
1933,2948
3973,5252
6200,1751
4085,1788
4136,209
6085,5341
773,6178
3023,1967
6176,2531
4086,1787
3945,6161
893,2476
3030,1766
792,5613
8305,2088
904,2151
6172,2687
966,238
6181,2421
8311,1937
3035,1673
3010,2447
2998,2828
6911,12604
4058,2745
4079,2105
4065,2540
4058,2762
6167,2930
2998,2878
792,5751
967,329
4078,2203
3975,5401
4078,2209
923,1717
4069,2506
4086,1981
8305,2268
4076,2308
926,1654
792,5810
3975,5442
965,455
2900,6008
4086,2012
3977,5398
6166,3079
4101,1560
781,6178
6200,2042
972,269
4057,2940
8311,2144
893,2736
892,2786
6171,2981
926,1734
887,2949
4121,1012
4064,2779
1990,1548
8305,2402
4076,2432
926,1783
4103,1605
1987,1665
3975,5576
4069,2669
8178,6362
4081,2307
903,2525
8195,5855
6203,2078
4085,2202
4069,2715
6080,5908
931,1694
975,341
922,1996
971,480
893,2906
3977,5618
979,254
3016,2651
926,1907
3093,273
4081,2421
4065,2917
2929,5368
979,291
4090,2157
3086,524
3096,217
6175,3076
4103,1776
3042,1908
4086,2318
4086,2319
4081,2474
3087,524
982,252
6181,2943
3989,5363
3978,5705
3969,5989
6202,2319
3979,5705
8305,2675
4101,1929
983,329
6269,317
6269,326
6106,5380
6080,6198
964,963
988,221
4085,2530
8346,1520
3096,431
6080,6240
4115,1626
8305,2808
4078,2786
988,273
6106,5459
929,2108
902,2961
3098,424
3062,1546
1975,2477
3016,2976
972,806
3034,2424
4152,538
902,2993
988,329
3989,5602
821,5512
8305,2891
973,806
6187,3015
827,5341
3098,480
926,2283
3105,271
3020,2920
969,968
3101,427
3978,6008
