award_1,award_2
5933,6413
3820,6381
3819,6429
1707,6370
3818,6465
1707,6373
5931,6504
1707,6375
5931,6502
1707,6379
5935,6385
1707,6380
1707,6381
12093,12092
1707,6384
5935,6387
1707,6387
3820,6421
5935,6396
1707,6393
1706,6425
1707,6396
1707,6399
1707,6401
5933,6470
3822,6374
1708,6372
8047,6472
5933,6469
3787,7465
1705,6473
1707,6415
1707,6417
3815,6604
3822,6389
12095,12077
1707,6421
1707,6423
1707,6424
1707,6426
8045,6558
3822,6400
12095,12085
1707,6432
1709,6372
1709,6373
1709,6374
3822,6408
3823,6376
12096,12061
3823,6379
12096,12056
1707,6439
12095,12086
3821,6440
1707,6440
3823,6381
1709,6379
3640,12053
3818,6535
1709,6381
1707,6444
5935,6452
3640,12060
1709,6385
1707,6452
1707,6453
3822,6423
12096,12077
1707,6456
1706,6488
3640,12072
5938,6372
8047,6527
12096,12085
1710,6369
1709,6402
5938,6373
1707,6470
1708,6440
5938,6381
3817,6599
1710,6384
1710,6387
1709,6418
5938,6396
1709,6421
3823,6424
3822,6458
5938,6402
1711,6372
5933,6567
1709,6439
1709,6440
5939,6385
3818,6599
5938,6421
8047,6578
1710,6423
5938,6429
1711,6396
8053,6405
5938,6440
1709,6468
5940,6394
5902,7569
5940,6398
7813,13868
3823,6496
1713,6372
1713,6374
1713,6375
7813,13886
1713,6379
7813,13884
1713,6380
8018,7536
1713,6381
1713,6382
12100,12061
1713,6387
3826,6421
1713,6392
12100,12080
12100,12082
1713,6397
12100,12075
1713,6402
12100,12085
1713,6409
3645,12054
3827,6418
1713,6418
3645,12063
1713,6419
1713,6421
12100,12099
1713,6423
3794,7447
1713,6424
1713,6427
1713,6432
5943,6377
12100,12115
1713,6439
1713,6440
5940,6475
8050,6608
8025,7383
1715,6384
3794,7478
8025,7390
3823,6580
3796,7419
1716,6367
3823,6589
3799,7335
1716,6375
1713,6468
5943,6411
5940,6504
1716,6379
1715,6410
1713,6472
1715,6411
3823,6601
3794,7501
1716,6385
1716,6390
8028,7329
5940,6519
1717,6367
8025,7431
1715,6431
3831,6370
1716,6401
3831,6373
3824,6589
1716,6406
3796,7465
5939,6573
3831,6385
3831,6384
1716,6415
3831,6387
1717,6385
3798,7412
1716,6419
1716,6420
3793,7568
1717,6390
1717,6393
1717,6399
1717,6402
12105,12061
3801,7336
1717,6408
1717,6410
1715,6473
3832,6386
5943,6478
1717,6415
1717,6418
12105,12077
3801,7352
3796,7509
3831,6426
1717,6426
3833,6367
1716,6458
12105,12085
5940,6587
12105,12086
3833,6370
8027,7426
3833,6373
12105,12080
5947,6380
3827,6563
1719,6375
1716,6468
3801,7373
8025,7503
1719,6379
1719,6381
1719,6385
3831,6455
12105,12110
3831,6461
3833,6398
5941,6589
1719,6404
3833,6407
5940,6623
5943,6530
3803,7336
3803,7341
1717,6473
12107,12061
5915,7412
1719,6419
3801,7412
5719,13490
1719,6421
3833,6425
12105,12141
3801,7416
12107,12075
3833,6435
8062,6406
12107,12082
5948,6407
12107,12085
1719,6440
3804,7341
8062,6419
3833,6453
12107,12099
3800,7475
3833,6455
3798,7544
1722,6370
12107,12121
8062,6438
1722,6372
1722,6374
3801,7460
1722,6375
5950,6378
3803,7400
3833,6470
1722,6379
1722,6381
3835,6416
1722,6387
1722,6389
3836,6397
1722,6397
1715,6614
8027,7552
5950,6404
1722,6402
3804,7398
5944,6591
1722,6404
3804,7400
5915,7497
1723,6376
1722,6408
3833,6502
5948,6477
5950,6414
1722,6414
3830,6604
1722,6418
1721,6449
1722,6419
1722,6421
1722,6423
3801,7515
3800,7546
12111,12052
5947,6528
5947,6529
1722,6431
3831,6588
3801,7518
12111,12061
8029,7531
8062,6508
1722,6439
1722,6440
12111,12056
5951,6411
7883,12061
1723,6411
3805,7404
5951,6414
5950,6445
12111,12075
12111,12077
8029,7547
3833,6548
5951,6426
1723,6427
12111,12082
12111,12085
5951,6430
3839,6375
7883,12085
1722,6468
1724,6408
12111,12086
5951,6445
12111,12099
3839,6382
7883,12092
5950,6488
1721,6514
8068,6368
3835,6523
1721,6522
1719,6584
5950,6494
1726,6369
1722,6496
1723,6466
12111,12119
1726,6378
12111,12121
1726,6381
3804,7500
1721,6537
3833,6603
1722,6509
5952,6453
1726,6387
3803,7538
5950,6517
1726,6392
8068,6400
3839,6429
1726,6396
1723,6490
1723,6492
1727,6370
1723,6495
1722,6526
1727,6372
1727,6373
1726,6404
1723,6497
1727,6375
1727,6376
1727,6379
1727,6381
1724,6474
1726,6414
1727,6385
3804,7538
1726,6424
3836,6549
3804,7544
5956,6373
1726,6430
1726,6432
1727,6402
3805,7520
1726,6439
1726,6441
1727,6411
1726,6445
1721,6606
1727,6421
3837,6549
1727,6423
5955,6426
1722,6580
1726,6457
1727,6427
3805,7547
1722,6584
1729,6368
1727,6431
1727,6432
3840,6465
5957,6378
1727,6435
5957,6379
5950,6596
5957,6376
3837,6563
5919,7555
1723,6562
1726,6470
5957,6380
1722,6596
3836,6604
5919,7569
3805,7568
1727,6452
5957,6396
5957,6402
1729,6400
1726,6494
5957,6404
1729,6403
8067,6537
1726,6497
5957,6414
5957,6415
8072,6385
1729,6412
3844,6384
1726,6506
5958,6385
5957,6417
5957,6423
12117,12075
5957,6421
5957,6427
5957,6424
1489,13865
5957,6432
5957,6439
5957,6437
12117,12085
3840,6533
8071,6449
5957,6444
5957,6445
5922,7535
12118,12061
3838,6608
3839,6579
3844,6426
12118,12082
3843,6465
5957,6470
3845,6404
3812,7429
12118,12085
12118,12099
8070,6519
1727,6543
1729,6485
5957,6494
5961,6369
5957,6496
3641,12758
1733,6372
3813,7429
1733,6375
3812,7461
1726,6596
1729,6504
5929,7382
8070,6548
1726,6602
8071,6514
8041,7450
5956,6553
5957,6526
1727,6584
1727,6586
1528,12758
3813,7461
3843,6533
3848,6380
5959,6476
1734,6379
5956,6573
7892,12091
8074,6449
1734,6385
1734,6387
3841,6608
8072,6519
5961,6431
1734,6397
1733,6429
1735,6368
8077,6379
3643,12758
7893,12085
5963,6378
8077,6381
3849,6378
1734,6409
3848,6412
5961,6446
8041,7503
5957,6571
5963,6388
5959,6510
1734,6418
3846,6481
1735,6388
12122,12080
5957,6580
1734,6424
5722,13872
5964,6368
1735,6398
1731,6524
1735,6400
1734,6432
3849,6404
1734,6439
1735,6412
5963,6414
3849,6414
12122,12104
5958,6573
3850,6388
5964,6388
5959,6548
3849,6425
5964,6398
3849,6426
3850,6398
3850,6400
12122,12108
3851,6368
8079,6377
8077,6439
8076,6470
3850,6403
1737,6373
1734,6468
3849,6445
3848,6477
12124,12061
7838,13861
3849,6455
3813,7574
3847,6523
3851,6400
3851,6403
1738,6372
8079,6411
12124,12085
3847,6534
1738,6382
12125,12073
1737,6419
1737,6421
3845,6608
1735,6485
1738,6392
1735,6487
5966,6403
3852,6400
5966,6401
3849,6494
5965,6438
3852,6403
3849,6498
1737,6440
1735,6504
12125,12094
1738,6418
5966,6422
3849,6517
12125,12101
3849,6516
3850,6485
3848,6550
5964,6487
5964,6488
3848,6549
3850,6487
1738,6429
12125,12109
8082,6375
5968,6371
1740,6370
12125,12121
5934,7431
1740,6372
3847,6590
1740,6373
1738,6438
1740,6379
8076,6574
1740,6381
8079,6478
5962,6575
1740,6385
1738,6447
5968,6394
3851,6485
5968,6398
1740,6396
5969,6368
5969,6374
1738,6464
1740,6402
3855,6372
1740,6404
5969,6379
5969,6376
5969,6380
5969,6381
1740,6411
3849,6571
8047,7509
1740,6418
5969,6389
1740,6421
3852,6485
1740,6423
1740,6424
5969,6396
5969,6400
3855,6403
1740,6432
5963,6593
1737,6526
8050,7436
5966,6504
5969,6408
1740,6439
1472,14747
1738,6502
5963,6602
5968,6448
5969,6423
3855,6421
5969,6421
3824,7383
5969,6424
3855,6429
1740,6472
3825,7383
3856,6421
5968,6487
5969,6456
5968,6488
5972,6373
5968,6498
3824,7423
3851,6591
3858,6378
3856,6439
5969,6472
5941,7341
8085,6419
5969,6477
3824,7444
5941,7352
3855,6485
3825,7423
8085,6438
3858,6404
3825,7426
5970,6470
5941,7373
3858,6414
1743,6443
1741,6506
7903,12101
3853,6588
3860,6373
5941,7400
7905,12052
7905,12056
3858,6445
5973,6416
7905,12061
5941,7412
3825,7478
5971,6487
7905,12075
3860,6396
1743,6490
5975,6372
1743,6495
7905,12082
3827,7429
7905,12080
5941,7429
3830,7335
7905,12085
3828,7404
7905,12090
3824,7527
1747,6382
12076,13860
7905,12092
7905,12099
7905,12098
3827,7444
3860,6421
3825,7515
3830,7360
7905,12104
7906,12080
3858,6494
7905,12110
3656,12758
1748,6370
3858,6497
1748,6373
1748,6374
8088,6439
1748,6376
3860,6439
1748,6379
3829,7404
1748,6381
7849,13863
1748,6385
5973,6484
3858,6515
8053,7547
3863,6367
3857,6552
1747,6428
1748,6397
1747,6429
3863,6370
5939,7550
3863,6373
7906,12110
3860,6468
3858,6529
1743,6562
3832,7341
3863,6385
3863,6387
1748,6418
1748,6419
3863,6390
1748,6421
3863,6393
8053,7572
5941,7509
1748,6423
1747,6455
5973,6523
3863,6399
1750,6368
1748,6431
1748,6432
1748,6440
1743,6595
1747,6473
3864,6384
3858,6570
8086,6578
1750,6388
3635,13490
3863,6426
1747,6488
1750,6400
1751,6370
3863,6435
3828,7520
1751,6371
3659,12758
1751,6372
1751,6373
1751,6374
3859,6563
1748,6468
1751,6376
3864,6410
1751,6378
1751,6379
3864,6411
1750,6412
1751,6381
3858,6602
3832,7407
3832,7412
1751,6389
3864,6426
3830,7481
1751,6397
5979,6404
3828,7547
3864,6431
1752,6369
1751,6402
3829,7520
1751,6404
8094,6378
1752,6374
3828,7555
1751,6408
1751,6409
1751,6414
3828,7568
1752,6389
1751,6421
3861,6549
1752,6392
1751,6423
1751,6424
8094,6404
1752,6397
3829,7547
5979,6431
1753,6368
3831,7487
1751,6432
8095,6374
1752,6404
3861,6563
3829,7555
1753,6375
1751,6438
1751,6439
1752,6408
3863,6502
3864,6473
1752,6411
1752,6414
5977,6509
1752,6419
3829,7568
1750,6483
1752,6421
3861,6578
1750,6485
3862,6550
1752,6424
3862,6549
3626,13865
1750,6487
3684,12070
3837,7329
5979,6462
3684,12074
1751,6461
1752,6431
1752,6432
1747,6591
3868,6378
3862,6563
1752,6440
3830,7560
1750,6504
3861,6598
3684,12089
8095,6423
3863,6545
3862,6578
5980,6455
3838,7325
3868,6404
3838,7336
1751,6496
3864,6529
1752,6468
3868,6410
12083,13885
3868,6414
1755,6382
3862,6604
1755,6387
3831,7569
1755,6389
1755,6392
3868,6426
1753,6464
12084,13888
3868,6441
3687,12055
3867,6474
3868,6445
1755,6415
8097,6421
1755,6418
1755,6422
1755,6424
3687,12069
1753,6487
3870,6404
1755,6439
3870,6414
3687,12089
5981,6513
5986,6367
1751,6580
5986,6369
3868,6494
3872,6370
5986,6370
3871,6403
3865,6589
1751,6586
5986,6376
5986,6373
3868,6497
5986,6380
1755,6468
3868,6502
12087,13860
3866,6565
1758,6379
1751,6596
5986,6387
5984,6449
3870,6445
5986,6385
3872,6387
5986,6390
3841,7352
5986,6393
3836,7509
3870,6455
8101,6375
5987,6373
5986,6401
5987,6370
8094,6596
3873,6372
3873,6375
1758,6404
8094,6593
5986,6411
8096,6537
5986,6410
5986,6415
3841,7373
3873,6382
3870,6475
3873,6385
1758,6414
3841,7376
3873,6387
3837,7503
3842,7352
5986,6422
1758,6421
5986,6427
3837,7509
3873,6392
3872,6426
5986,6431
8101,6401
5986,6435
3870,6494
1758,6431
3873,6409
5986,6444
3870,6504
3842,7376
1759,6414
5986,6452
5984,6514
3873,6419
3841,7412
3871,6485
1759,6424
3870,6523
1759,6430
3873,6432
3875,6373
5987,6435
3841,7426
1760,6405
3873,6438
5986,6470
5984,6537
3873,6440
3692,12054
1759,6441
3868,6602
1759,6445
3692,12057
3842,7407
3692,12060
3842,7412
7895,12839
3841,7445
3692,12064
3873,6452
8070,7419
3869,6578
3841,7451
3838,7544
3692,12072
3876,6372
3873,6464
5989,6407
8098,6563
3842,7427
3870,6570
5990,6385
8101,6486
3875,6418
8072,7390
1760,6454
3842,7451
1760,6462
5955,7487
1759,6494
3876,6409
3871,6566
1759,6506
1759,6516
8072,7419
1762,6425
5992,6369
5991,6398
1759,6526
3876,6437
3878,6377
1758,6563
1765,6367
8101,6562
5992,6414
5955,7569
1758,6608
1765,6393
1762,6487
1762,6488
1763,6458
1765,6399
3878,6431
1764,6431
8070,7555
3880,6374
5988,6565
1766,6374
1764,6439
3845,7465
8108,6386
1766,6379
8072,7499
1766,6384
5990,6510
1766,6387
8108,6391
1766,6389
8108,6397
5992,6455
5995,6368
5992,6462
3881,6374
5992,6473
3880,6408
5991,6504
3881,6379
8107,6449
3881,6381
8108,6418
7868,13861
1766,6417
1766,6423
3880,6426
3880,6425
5995,6400
5993,6462
3881,6396
3878,6489
5995,6412
5993,6475
8110,6392
5961,7475
5990,6573
3881,6421
3641,13863
3877,6546
3880,6455
1766,6457
8108,6468
8111,6374
3878,6529
3881,6439
1767,6441
8107,6514
3880,6488
1768,6435
5995,6485
1767,6479
5996,6451
1768,6452
5995,6487
5999,6373
3880,6534
3880,6543
3882,6484
5996,6487
3854,7360
1767,6524
1772,6369
1772,6373
1772,6374
3855,7347
8108,6578
1772,6385
1772,6387
3855,7355
1772,6397
3882,6523
5997,6498
3880,6590
1767,6567
1767,6570
1771,6448
1773,6388
3883,6519
3854,7417
3887,6397
3881,6582
1767,6585
8114,6448
3705,12054
3887,6418
3887,6420
3854,7443
8114,6460
7932,12101
3887,6422
3854,7450
3705,12069
1771,6488
1775,6368
1774,6401
3883,6563
1771,6502
3706,12054
3855,7434
3889,6380
3706,12058
3706,12060
3888,6418
8080,7536
7933,12101
3706,12070
3883,6589
1776,6373
1776,6374
3887,6468
1776,6375
6004,6383
3854,7499
3889,6417
3889,6416
3857,7417
1776,6404
3890,6407
3857,7443
1776,6421
3890,6426
8114,6553
3861,7329
3892,6368
3892,6370
1776,6431
3892,6373
6003,6476
1776,6440
3889,6474
8116,6514
1778,6383
6006,6385
3887,6549
3859,7417
3892,6396
1775,6487
3892,6398
3892,6400
3862,7331
3856,7520
3862,7336
3887,6563
1779,6378
3861,7373
3892,6412
1775,6504
3862,7352
3887,6578
3892,6423
6007,6397
3888,6550
3888,6549
6006,6426
3889,6523
6008,6368
8122,6375
3857,7519
6008,6372
5974,7426
1780,6372
3894,6376
5976,7373
6008,6382
3888,6563
1780,6379
3862,7373
3862,7376
6007,6418
3887,6604
3890,6514
3856,7568
1779,6419
1778,6450
3888,6578
3889,6549
3710,12101
3861,7423
3859,7485
1779,6430
3862,7394
1780,6402
3888,6589
3861,7429
3861,7431
6008,6412
8122,6413
3888,6599
1779,6444
3862,7412
1780,6418
5976,7412
1780,6419
5976,7417
1778,6482
1780,6421
1779,6452
3894,6424
3892,6485
5974,7478
3892,6487
3895,6397
3861,7450
5976,7429
6007,6468
6008,6438
3862,7429
1778,6500
3862,7431
1780,6440
7941,12061
6006,6510
3862,7444
7883,13862
3894,6456
1779,6486
3862,7450
7941,12075
3894,6457
3859,7544
3862,7451
3896,6397
6003,6620
5976,7461
6010,6407
7941,12082
3866,7336
5976,7459
1783,6373
3860,7521
1780,6468
7941,12085
1783,6380
1778,6536
3861,7503
6008,6485
3891,6575
3861,7509
3862,7478
6008,6487
5976,7485
3865,7388
8125,6402
7941,12106
1783,6396
3861,7515
3865,7394
7941,12119
7942,12092
6012,6385
6006,6573
6012,6387
3862,7503
1783,6423
3862,7509
3862,7515
8125,6432
3894,6527
1779,6559
1783,6436
3866,7400
1778,6592
6007,6563
8123,6514
6013,6394
1778,6605
3866,7416
6014,6368
5976,7544
3894,6558
1783,6464
1786,6372
8123,6537
1783,6470
1779,6597
6010,6510
1786,6385
1784,6449
6014,6400
6014,6398
7946,12052
1786,6402
1783,6498
1787,6375
6014,6412
7946,12061
8098,7356
1786,6418
6011,6514
3894,6607
1786,6421
7946,12075
7946,12080
3865,7518
7946,12082
3896,6563
7946,12085
6012,6510
3866,7500
6010,6573
3902,6388
3896,6578
1784,6514
3902,6398
3902,6400
1784,6522
6017,6374
7947,12080
7946,12110
8131,6375
3902,6403
6016,6404
3697,12758
1788,6404
1786,6468
7946,12119
1787,6440
3902,6412
1784,6537
7947,12090
6017,6389
6014,6487
3866,7538
12352,6620
6014,6485
3898,6550
8131,6401
7947,12104
3698,12758
6014,6504
6016,6446
6018,6387
3904,6384
1788,6445
3903,6417
3904,6388
6017,6423
3903,6421
7891,13863
3901,6485
3902,6455
6016,6462
3904,6404
6015,6504
3899,6565
3904,6414
3905,6391
1784,6606
3902,6485
3902,6487
1790,6430
3904,6431
1788,6494
8134,6381
3904,6445
8130,6514
3905,6418
8134,6396
1791,6419
3903,6485
8131,6486
12157,12758
1793,6369
1788,6526
6018,6471
1793,6378
12122,13860
3723,12091
3874,7412
8098,7538
5988,7412
3900,6608
3904,6483
1793,6396
3904,6494
3904,6497
3905,6468
6022,6378
3908,6377
12122,13883
3904,6504
1794,6380
1790,6506
3904,6517
1791,6486
3904,6520
6021,6431
7895,13871
6022,6404
1793,6430
3904,6526
3908,6404
6016,6593
3874,7460
7895,13884
1793,6441
1794,6411
6022,6414
1795,6384
5990,7419
7953,12101
6022,6431
1796,6367
7868,14746
1796,6369
1790,6559
6023,6412
1791,6531
3876,7434
3727,12053
1796,6379
3727,12055
1796,6380
1795,6411
1796,6381
3874,7500
5988,7500
3910,6386
1796,6384
1796,6385
1796,6387
5993,7355
1796,6390
3910,6391
3911,6367
1796,6396
6022,6462
3904,6588
3727,12074
1796,6402
3728,12054
1796,6410
3728,12053
1796,6411
3875,7499
3908,6478
3911,6385
3728,12058
3904,6602
3728,12057
6025,6385
1794,6477
1796,6415
3727,12091
5987,7569
1796,6417
3728,12063
1796,6421
3906,6550
1795,6456
1796,6425
1796,6426
5988,7544
1795,6458
6024,6433
3728,12072
3728,12074
3912,6369
1793,6524
1796,6431
1793,6526
3729,12053
1791,6597
3728,12089
1796,6452
8140,6397
8134,6582
1794,6517
3911,6426
3908,6519
1792,6581
1797,6428
3729,12072
3729,12074
3913,6370
3913,6373
1793,6559
6027,6375
5996,7336
1794,6529
3875,7555
6027,6381
3913,6379
1796,6470
8140,6418
3913,6381
1796,6473
3907,6573
6025,6452
3912,6426
6028,6385
3913,6421
5990,7569
3909,6549
6023,6553
6024,6519
3911,6491
6027,6431
12165,12758
6029,6374
3913,6433
6029,6375
3913,6435
6029,6373
6027,6440
3913,6439
6029,6381
1572,13490
3910,6549
3915,6396
3883,7390
1802,6368
6030,6375
6030,6373
6029,6404
6030,6374
6030,6379
3916,6378
3910,6563
6030,6381
5789,13863
3915,6421
6029,6421
3910,6578
3883,7417
3913,6487
3911,6548
3917,6367
6028,6460
6030,6404
1795,6615
1802,6400
6030,6402
3917,6370
3916,6404
3917,6373
3913,6496
6029,6440
3916,6414
1802,6412
6030,6419
3917,6385
3911,6573
3910,6604
6030,6421
3917,6393
3884,7417
3916,6430
3881,7521
3883,7459
3883,7461
8146,6381
3917,6412
1804,6384
7905,13860
6031,6425
3885,7412
1802,6451
3917,6426
5999,7419
3919,6369
3914,6523
3888,7329
6031,6436
1805,6370
3917,6435
1805,6372
1805,6373
3884,7459
3884,7461
3887,7370
7906,13860
3917,6448
3918,6417
3886,7412
3918,6421
1802,6485
6028,6553
3913,6580
6029,6526
1806,6367
3916,6494
1805,6399
3884,7485
1806,6369
1806,6370
8146,6439
7964,12080
1806,6373
1806,6374
3885,7460
1806,6375
3888,7370
3918,6439
1806,6379
3888,7373
1806,6381
6028,6573
3917,6476
1805,6415
1806,6385
1806,6387
1806,6389
1806,6390
3917,6487
8112,7512
1806,6393
3917,6488
1806,6397
3919,6431
3921,6368
1806,6399
6031,6494
8115,7426
3915,6558
3886,7460
1805,6435
3917,6498
8148,6413
3921,6376
1806,6408
3921,6381
1806,6410
3919,6446
1806,6415
1804,6477
1806,6417
3888,7412
1806,6418
1806,6421
1806,6422
1806,6423
3917,6519
1806,6424
6035,6395
1805,6455
1806,6426
8117,7394
6029,6584
1805,6461
3922,6369
1806,6431
3921,6403
1806,6432
3916,6559
1806,6435
3888,7429
1803,6531
3888,7431
1806,6439
6032,6514
1806,6453
1806,6455
3888,7450
1806,6456
1806,6457
1806,6458
8117,7426
5999,7550
1809,6373
1805,6498
1809,6374
1806,6468
3923,6378
1809,6379
1806,6473
1809,6381
7967,12097
5854,12063
5854,12064
1809,6387
7967,12094
7947,12718
3921,6457
3921,6456
6038,6368
5854,12070
1809,6397
3917,6584
5854,12074
6038,6376
3888,7490
6035,6467
3923,6404
6038,6374
1806,6496
1809,6404
6038,6379
6038,6381
3921,6477
6038,6387
5854,12091
3923,6414
1809,6414
6038,6385
3888,7503
1810,6387
1809,6418
1809,6421
6038,6396
1809,6423
3888,7509
1808,6455
1810,6397
3922,6463
8148,6527
1806,6529
3895,7315
6038,6423
6038,6421
1809,6454
1810,6424
1811,6395
3923,6463
6009,7335
3923,6462
1805,6586
1812,6369
3921,6527
1812,6370
1810,6432
6038,6439
1809,6468
1810,6439
8153,6419
1812,6380
1812,6381
3895,7345
3923,6478
1812,6385
1812,6387
3893,7412
6038,6456
1810,6452
1806,6580
1812,6396
6035,6561
8155,6376
8153,6438
1806,6586
8155,6381
8155,6379
1811,6437
1813,6380
3926,6416
1812,6414
1806,6601
1811,6447
8148,6607
1812,6424
3921,6580
6006,7487
1806,6613
3927,6398
1814,6368
1812,6432
3923,6526
6042,6373
1811,6467
3897,7336
1811,6468
1812,6439
3897,7341
8155,6417
8155,6421
1814,6386
8155,6424
3921,6607
1814,6388
3897,7352
3928,6398
3891,7547
1814,6398
1814,6400
3895,7426
3926,6465
8155,6439
3898,7336
1812,6470
3898,7341
3922,6597
1814,6412
3895,7436
3891,7568
3898,7356
6006,7547
12180,12758
6013,7329
6044,6374
3896,7423
6006,7555
6040,6502
3896,7429
1816,6375
3924,6563
3893,7527
3923,6596
1816,6381
1813,6477
6038,6580
6006,7569
3924,6578
3925,6549
3896,7450
6009,7487
8155,6496
3923,6616
6044,6404
1816,6402
3897,7429
3925,6563
3899,7373
3927,6504
6009,7497
6038,6601
6044,6421
3899,7381
3900,7352
3897,7444
3898,7416
3925,6578
1814,6485
3928,6487
1814,6487
3897,7451
3897,7450
3932,6370
3932,6373
3898,7429
3895,7525
1817,6407
1816,6439
1814,6504
3900,7373
3932,6385
3931,6416
3896,7503
3932,6387
3899,7412
3929,6485
3898,7450
6047,6376
6047,6374
6047,6380
6047,6381
1818,6410
8154,6608
8161,6391
6047,6389
3900,7412
3895,7567
1819,6387
8155,6580
12184,12758
6047,6396
3900,7416
1817,6453
3930,6485
3932,6426
8161,6397
6048,6370
1819,6396
6048,6373
1818,6431
8155,6591
6047,6408
3932,6435
8159,6471
3900,7429
3929,6532
3931,6474
8160,6449
8161,6418
6047,6417
1820,6382
6047,6421
3932,6452
6047,6424
8155,6613
3899,7477
3931,6484
3896,7574
3935,6367
3932,6461
1819,6432
6047,6439
6047,6444
1820,6409
1818,6473
3935,6385
6012,7531
3898,7538
3935,6390
3898,7544
3931,6523
1820,6429
1820,6432
6048,6435
8161,6468
1822,6375
6047,6470
6012,7555
1822,6376
1819,6470
1822,6378
1822,6379
1822,6380
1822,6381
8160,6514
1821,6418
3899,7538
6050,6394
3935,6426
1822,6396
1822,6397
1822,6402
6050,6408
3906,7336
1822,6404
6016,7465
1820,6468
1822,6409
3906,7341
1822,6411
1819,6506
1822,6414
1822,6418
1822,6419
1822,6421
1822,6423
1822,6424
3900,7544
1822,6427
6047,6528
1822,6431
1822,6432
6047,6527
6051,6408
1822,6439
3906,7373
1824,6386
6050,6455
1824,6388
3935,6487
1824,6394
3935,6491
3932,6584
3932,6586
1824,6400
3906,7398
1822,6470
7984,12061
3939,6386
3906,7412
3939,6391
3938,6421
3906,7416
1822,6486
7984,12077
7984,12075
6017,7521
1822,6497
1824,6436
3906,7429
7984,12085
3909,7336
6047,6601
6017,7531
6054,6387
6050,6516
3939,6418
6047,6607
1824,6451
6053,6426
3939,6423
6047,6613
3907,7419
1826,6394
6017,7547
6047,6615
6048,6584
6055,6373
6053,6433
1822,6526
3735,12758
6051,6498
3906,7460
1822,6527
6051,6502
3941,6379
1823,6502
3941,6381
3941,6380
3936,6535
7984,12119
3940,6421
1824,6485
1824,6487
3941,6396
1828,6370
1828,6373
1828,6374
1824,6498
3909,7398
1828,6375
3940,6439
3907,7465
1828,6379
1828,6381
6053,6476
1828,6382
1828,6385
3941,6421
1828,6389
1828,6392
3941,6424
3906,7509
1826,6455
1827,6425
1828,6397
1829,6367
3906,7515
1828,6402
3940,6465
1829,6373
3943,6374
3941,6439
1827,6438
1822,6593
1828,6408
1828,6409
1829,6379
3943,6380
1822,6596
1822,6597
6057,6387
6057,6385
6022,7475
1827,6447
1829,6385
1822,6602
3943,6389
1828,6418
3906,7538
1829,6390
1828,6421
3940,6485
1828,6423
1828,6424
1829,6393
3906,7544
1822,6613
1829,6399
1830,6369
1828,6432
3944,6374
1830,6374
3910,7429
1830,6376
3943,6408
3941,6470
1828,6439
3944,6380
1830,6378
1827,6471
1830,6381
3943,6416
1829,6415
6058,6386
